Sport,Venue,Zone,Session Code,Date,Games Day,Session Type,Session Description,Start Time,End Time
Diving,Rose Bowl Aquatics Center,Pasadena,DIV15,7/27/2028,13,Final,Women's Synchronized 10m Platform Final,14:00,15:00
Diving,Rose Bowl Aquatics Center,Pasadena,DIV16,7/28/2028,14,Final,Men's Synchronized 10m Platform Final,16:00,17:00
Equestrian,Santa Anita Park,Arcadia,EQU01,7/15/2028,1,Preliminary,"Eventing Dressage Team & Individual - Day 1, Session 1",9:00,11:30
Equestrian,Santa Anita Park,Arcadia,EQU02,7/15/2028,1,Preliminary,"Eventing Dressage Team & Individual - Day 1, Session 2",16:30,19:00
Equestrian,Santa Anita Park,Arcadia,EQU03,7/16/2028,2,Preliminary,"Eventing Dressage Team & Individual - Day 2, Session 1",9:00,11:30
Equestrian,Santa Anita Park,Arcadia,EQU04,7/17/2028,3,Preliminary,Eventing Cross Country Team & Individual,8:00,11:30
Equestrian,Santa Anita Park,Arcadia,EQU05,7/18/2028,4,Final,Eventing Jumping Team Final | Eventing Jumping Individual Final,16:30,22:00
Equestrian,Santa Anita Park,Arcadia,EQU06,7/20/2028,6,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 1",9:00,11:45
Equestrian,Santa Anita Park,Arcadia,EQU07,7/20/2028,6,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 1, Session 2",16:15,19:00
Equestrian,Santa Anita Park,Arcadia,EQU08,7/21/2028,7,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 1",9:00,11:45
Equestrian,Santa Anita Park,Arcadia,EQU09,7/21/2028,7,Preliminary,"Dressage Grand Prix Team & Individual Qualifier - Day 2, Session 2",16:15,19:00
Equestrian,Santa Anita Park,Arcadia,EQU10,7/22/2028,8,Final,Dressage Grand Prix Special Team Final - Session 1,9:00,11:45
Equestrian,Santa Anita Park,Arcadia,EQU11,7/22/2028,8,Final,Dressage Grand Prix Special Team Final - Session 2,16:15,19:00
Equestrian,Santa Anita Park,Arcadia,EQU12,7/24/2028,10,Final,Dressage Grand Prix Freestyle Individual Final,8:30,12:00
Equestrian,Santa Anita Park,Arcadia,EQU13,7/25/2028,11,Preliminary,Jumping Team Qualifier,9:00,12:00
Equestrian,Santa Anita Park,Arcadia,EQU14,7/26/2028,12,Final,Jumping Team Final,9:00,11:10
Equestrian,Santa Anita Park,Arcadia,EQU15,7/28/2028,14,Preliminary,Jumping Individual Qualifier,8:00,12:00
Equestrian,Santa Anita Park,Arcadia,EQU16,7/29/2028,15,Final,Jumping Individual Final,9:00,11:00
Fencing,LA Convention Center Hall 1,DTLA,FEN01,7/15/2028,1,Quarterfinal,Women's Épée Individual Table of 64 | Men's Sabre Individual Table of 64 | Women's Épée Individual Table of 32 | Men's Sabre Individual Table of 32 | Women's Épée Individual Table of 16 | Men's Sabre Individual Table of 16 | Women's Épée Individual Table of 8 | Men's Sabre Individual Table of 8,9:00,15:40
Fencing,LA Convention Center Hall 1,DTLA,FEN02,7/15/2028,1,Final,Women's Épée Individual Semifinal | Men's Sabre Individual Semifinal | Women's Épée Individual Bronze Medal Bout | Men's Sabre Individual Bronze Medal Bout | Women's Épée Individual Gold Medal Bout | Men's Sabre Individual Gold Medal Bout,18:30,22:20
Fencing,LA Convention Center Hall 1,DTLA,FEN03,7/16/2028,2,Quarterfinal,Men's Épée Individual Table of 64 | Women's Foil Individual Table of 64 | Men's Épée Individual Table of 32 | Women's Foil Individual Table of 32 | Men's Épée Individual Table of 16 | Women's Foil Individual Table of 16 | Men's Épée Individual Table of 8 | Women's Foil Individual Table of 8,9:00,16:20
Fencing,LA Convention Center Hall 1,DTLA,FEN04,7/16/2028,2,Final,Men's Épée Individual Semifinal | Women's Foil Individual Semifinal | Men's Épée Individual Bronze Medal Bout | Women's Foil Individual Bronze Medal Bout | Men's Épée Individual Gold Medal Bout | Women's Foil Individual Gold Medal Bout,18:30,22:40
Fencing,LA Convention Center Hall 1,DTLA,FEN05,7/17/2028,3,Quarterfinal,Women's Sabre Individual Table of 64 | Men's Foil Individual Table of 64 | Women's Sabre Individual Table of 32 | Men's Foil Individual Table of 32 | Women's Sabre Individual Table of 16 | Men's Foil Individual Table of 16 | Women's Sabre Individual Table of 8 | Men's Foil Individual Table of 8,9:00,16:20
Fencing,LA Convention Center Hall 1,DTLA,FEN06,7/17/2028,3,Final,Women's Sabre Individual Semifinal | Men's Foil Individual Semifinal | Women's Sabre Individual Bronze Medal Bout | Men's Foil Individual Bronze Medal Bout | Women's Sabre Individual Gold Medal Bout | Men's Foil Individual Gold Medal Bout,18:30,22:40
Fencing,LA Convention Center Hall 1,DTLA,FEN07,7/18/2028,4,Semifinal,Women's Épée Team Table of 8 | Women's Épée Team Classification 5-8 | Women's Épée Team Semifinal | Women's Épée Team Placement 7-8 | Women's Épée Team Placement 5-6,9:00,14:30
Fencing,LA Convention Center Hall 1,DTLA,FEN08,7/18/2028,4,Final,Women's Épée Team Bronze Medal Match | Women's Épée Team Gold Medal Match,17:30,19:40
Fencing,LA Convention Center Hall 1,DTLA,FEN09,7/19/2028,5,Semifinal,Men's Sabre Team Table of 8 | Men's Sabre Team Classification 5-8 | Men's Sabre Team Semifinal | Men's Sabre Team Placement 7-8 | Men's Sabre Team Placement 5-6,9:00,14:30
Fencing,LA Convention Center Hall 1,DTLA,FEN10,7/19/2028,5,Final,Men's Sabre Team Bronze Medal Match | Men's Sabre Team Gold Medal Match,17:30,19:40
Fencing,LA Convention Center Hall 1,DTLA,FEN11,7/20/2028,6,Semifinal,Men's Épée Team Table of 8 | Men's Épée Team Classification 5-8 | Men's Épée Team Semifinal | Men's Épée Team Placement 7-8 | Men's Épée Team Placement 5-6,9:00,16:10
Fencing,LA Convention Center Hall 1,DTLA,FEN12,7/20/2028,6,Final,Men's Épée Team Bronze Medal Match | Men's Épée Team Gold Medal Match,18:30,21:40
Fencing,LA Convention Center Hall 1,DTLA,FEN13,7/21/2028,7,Semifinal,Women's Foil Team Table of 8 | Women's Foil Team Classification 5-8 | Women's Foil Team Semifinal | Women's Foil Team Placement 7-8 | Women's Foil Team Placement 5-6,9:00,14:30
Fencing,LA Convention Center Hall 1,DTLA,FEN14,7/21/2028,7,Final,Women's Foil Team Bronze Medal Match | Women's Foil Team Gold Medal Match,18:30,21:20
Fencing,LA Convention Center Hall 1,DTLA,FEN15,7/22/2028,8,Semifinal,Men's Foil Team Table of 8 | Men's Foil Team Classification 5-8 | Men's Foil Team Semifinal | Men's Foil Team Placement 7-8 | Men's Foil Team Placement 5-6,9:00,14:30
Fencing,LA Convention Center Hall 1,DTLA,FEN16,7/22/2028,8,Final,Men's Foil Team Bronze Medal Match | Men's Foil Team Gold Medal Match,18:30,21:20
Fencing,LA Convention Center Hall 1,DTLA,FEN17,7/23/2028,9,Semifinal,Women's Sabre Team Table of 8 | Women's Sabre Team Classification 5-8 | Women's Sabre Team Semifinal | Women's Sabre Team Placement 7-8 | Women's Sabre Team Placement 5-6,9:00,16:10
Fencing,LA Convention Center Hall 1,DTLA,FEN18,7/23/2028,9,Final,Women's Sabre Team Bronze Medal Match | Women's Sabre Team Gold Medal Match,18:30,21:40
Flag Football,Exposition Park Stadium,Exposition Park,FFB01,7/15/2028,1,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB02,7/15/2028,1,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB03,7/16/2028,2,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB04,7/16/2028,2,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB05,7/17/2028,3,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB06,7/17/2028,3,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB07,7/18/2028,4,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB08,7/18/2028,4,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB09,7/19/2028,5,Preliminary,Men's and Women's Preliminaries (3 Games),14:00,17:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB10,7/19/2028,5,Preliminary,Men's and Women's Preliminaries (3 Games),19:00,22:15
Flag Football,Exposition Park Stadium,Exposition Park,FFB11,7/20/2028,6,Semifinal,Men's Semifinal (2 Games),14:00,16:10
Flag Football,Exposition Park Stadium,Exposition Park,FFB12,7/21/2028,7,Semifinal,Women's Semifinal (2 Games),13:30,15:40
Flag Football,Exposition Park Stadium,Exposition Park,FFB13,7/21/2028,7,Final,Men's Bronze Medal Game | Men's Gold Medal Game,17:30,20:40
Flag Football,Exposition Park Stadium,Exposition Park,FFB14,7/22/2028,8,Final,Women's Bronze Medal Game | Women's Gold Medal Game,12:30,15:40
Football (Soccer),New York Stadium,New York,FBL01,7/10/2028,-4,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL02,7/10/2028,-4,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL10,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL15,7/13/2028,-1,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL16,7/13/2028,-1,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL24,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL29,7/16/2028,2,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL38,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),New York Stadium,New York,FBL46,7/20/2028,6,Quarterfinal,Men's Quarterfinal,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL03,7/10/2028,-4,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL04,7/10/2028,-4,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL09,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL17,7/13/2028,-1,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL18,7/13/2028,-1,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL23,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL30,7/16/2028,2,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL31,7/16/2028,2,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Columbus Stadium,Columbus,FBL43,7/20/2028,6,Quarterfinal,Men's Quarterfinal,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL05,7/10/2028,-4,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL07,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL20,7/13/2028,-1,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL21,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL32,7/16/2028,2,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL36,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL37,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL44,7/20/2028,6,Quarterfinal,Men's Quarterfinal,TBD,TBD
Football (Soccer),Nashville Stadium,Nashville,FBL48,7/21/2028,7,Quarterfinal,Women's Quarterfinal,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL06,7/10/2028,-4,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL08,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL19,7/13/2028,-1,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL22,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL33,7/16/2028,2,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL34,7/16/2028,2,Preliminary,Men's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL35,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),St. Louis Stadium,St. Louis,FBL45,7/20/2028,6,Quarterfinal,Men's Quarterfinal,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL13,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL14,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL25,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL26,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL39,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL40,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San José Stadium,San José,FBL50,7/21/2028,7,Quarterfinal,Women's Quarterfinal,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL11,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL12,7/11/2028,-3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL27,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL28,7/14/2028,0,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL41,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL42,7/17/2028,3,Preliminary,Women's Group Stage,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL49,7/21/2028,7,Quarterfinal,Women's Quarterfinal,TBD,TBD
Football (Soccer),San Diego Stadium,San Diego,FBL51,7/24/2028,10,Semifinal,Men's Semifinal,13:00,16:00
Football (Soccer),San Diego Stadium,San Diego,FBL53,7/25/2028,11,Semifinal,Women's Semifinal,17:30,20:30
Football (Soccer),San Diego Stadium,San Diego,FBL55,7/27/2028,13,Bronze,Men's Bronze Medal Match,18:00,21:00
Football (Soccer),San Diego Stadium,San Diego,FBL56,7/28/2028,14,Bronze,Women's Bronze Medal Match,13:00,16:00
Football (Soccer),Rose Bowl Stadium,Pasadena,FBL47,7/21/2028,7,Quarterfinal,Women's Quarterfinal,TBD,TBD
Football (Soccer),Rose Bowl Stadium,Pasadena,FBL52,7/24/2028,10,Semifinal,Men's Semifinal,20:30,23:30
Football (Soccer),Rose Bowl Stadium,Pasadena,FBL54,7/25/2028,11,Semifinal,Women's Semifinal,20:30,23:30
Football (Soccer),Rose Bowl Stadium,Pasadena,FBL57,7/28/2028,14,Final,Men's Gold Medal Match,18:00,21:00
Football (Soccer),Rose Bowl Stadium,Pasadena,FBL58,7/29/2028,15,Final,Women's Gold Medal Match,12:30,15:30
Golf,Riviera Country Club,Riviera,GLF01,7/19/2028,5,Preliminary,Men's Individual Stroke Play Round 1,9:00,18:00
Golf,Riviera Country Club,Riviera,GLF02,7/20/2028,6,Preliminary,Men's Individual Stroke Play Round 2,9:00,18:00
Golf,Riviera Country Club,Riviera,GLF03,7/21/2028,7,Preliminary,Men's Individual Stroke Play Round 3,9:00,18:00
Golf,Riviera Country Club,Riviera,GLF04,7/22/2028,8,Final,Men's Individual Stroke Play Round 4,9:00,18:30
Golf,Riviera Country Club,Riviera,GLF05,7/23/2028,9,Preliminary,Mixed Team Preliminary Round - Four-Ball (Best Ball),10:00,16:55
Golf,Riviera Country Club,Riviera,GLF06,7/24/2028,10,Final,Mixed Team Final Round - Foursomes (Alternate Shot),8:00,14:00
Golf,Riviera Country Club,Riviera,GLF07,7/26/2028,12,Preliminary,Women's Individual Stroke Play Round 1,9:00,18:00
Golf,Riviera Country Club,Riviera,GLF08,7/27/2028,13,Preliminary,Women's Individual Stroke Play Round 2,9:00,18:00
Golf,Riviera Country Club,Riviera,GLF09,7/28/2028,14,Preliminary,Women's Individual Stroke Play Round 3,9:00,18:00
Golf,Riviera Country Club,Riviera,GLF10,7/29/2028,15,Final,Women's Individual Stroke Play Round 4,9:00,18:30
Handball,Long Beach Arena,Long Beach,HBL01,7/12/2028,-2,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL02,7/12/2028,-2,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL03,7/12/2028,-2,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL04,7/13/2028,-1,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL05,7/13/2028,-1,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL06,7/13/2028,-1,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL07,7/15/2028,1,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL08,7/15/2028,1,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL09,7/15/2028,1,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL10,7/16/2028,2,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL11,7/16/2028,2,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL12,7/16/2028,2,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL13,7/17/2028,3,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL14,7/17/2028,3,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL15,7/17/2028,3,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL16,7/18/2028,4,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL17,7/18/2028,4,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL18,7/18/2028,4,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL19,7/19/2028,5,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL20,7/19/2028,5,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL21,7/19/2028,5,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL22,7/20/2028,6,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL23,7/20/2028,6,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL24,7/20/2028,6,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL25,7/21/2028,7,Preliminary,Men's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL26,7/21/2028,7,Preliminary,Men's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL27,7/21/2028,7,Preliminary,Men's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL28,7/22/2028,8,Preliminary,Women's Preliminary Round (2 Matches),9:00,12:30
Handball,Long Beach Arena,Long Beach,HBL29,7/22/2028,8,Preliminary,Women's Preliminary Round (2 Matches),14:00,17:30
Handball,Long Beach Arena,Long Beach,HBL30,7/22/2028,8,Preliminary,Women's Preliminary Round (2 Matches),19:00,22:30
Handball,Long Beach Arena,Long Beach,HBL31,7/23/2028,9,Quarterfinal,Men's Quarterfinal,9:00,11:00
Handball,Long Beach Arena,Long Beach,HBL32,7/23/2028,9,Quarterfinal,Men's Quarterfinal,12:30,14:30
Handball,Long Beach Arena,Long Beach,HBL33,7/23/2028,9,Quarterfinal,Men's Quarterfinal,16:00,18:00
Handball,Long Beach Arena,Long Beach,HBL34,7/23/2028,9,Quarterfinal,Men's Quarterfinal,19:30,21:30
Handball,Long Beach Arena,Long Beach,HBL35,7/24/2028,10,Quarterfinal,Women's Quarterfinal,9:00,11:00
Handball,Long Beach Arena,Long Beach,HBL36,7/24/2028,10,Quarterfinal,Women's Quarterfinal,12:30,14:30
Handball,Long Beach Arena,Long Beach,HBL37,7/24/2028,10,Quarterfinal,Women's Quarterfinal,16:00,18:00
Handball,Long Beach Arena,Long Beach,HBL38,7/24/2028,10,Quarterfinal,Women's Quarterfinal,19:30,21:30
Handball,Long Beach Arena,Long Beach,HBL39,7/25/2028,11,Semifinal,Men's Semifinal,9:30,11:30
Handball,Long Beach Arena,Long Beach,HBL40,7/25/2028,11,Semifinal,Men's Semifinal,13:00,15:00
Handball,Long Beach Arena,Long Beach,HBL41,7/26/2028,12,Semifinal,Women's Semifinal,9:30,11:30
Handball,Long Beach Arena,Long Beach,HBL42,7/26/2028,12,Semifinal,Women's Semifinal,13:00,15:00
Handball,Long Beach Arena,Long Beach,HBL43,7/27/2028,13,Bronze,Men's Bronze Medal Match,9:30,11:30
Handball,Long Beach Arena,Long Beach,HBL44,7/27/2028,13,Final,Men's Gold Medal Match,13:00,15:30
Handball,Long Beach Arena,Long Beach,HBL45,7/28/2028,14,Bronze,Women's Bronze Medal Match,9:30,11:30
Handball,Long Beach Arena,Long Beach,HBL46,7/28/2028,14,Final,Women's Gold Medal Match,13:00,15:30
Hockey,Carson Field,Carson,HOC01,7/12/2028,-2,Preliminary,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC02,7/12/2028,-2,Preliminary,Men's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC03,7/13/2028,-1,Preliminary,Women's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC04,7/13/2028,-1,Preliminary,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC05,7/15/2028,1,Preliminary,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC06,7/15/2028,1,Preliminary,Women's Pool (2 Matches),17:30,22:30
Hockey,Carson Field,Carson,HOC07,7/16/2028,2,Preliminary,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC08,7/16/2028,2,Preliminary,Men's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC09,7/17/2028,3,Preliminary,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC10,7/17/2028,3,Preliminary,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC11,7/18/2028,4,Preliminary,Women's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC12,7/18/2028,4,Preliminary,Women's Pool (2 Matches),17:30,22:30
Hockey,Carson Field,Carson,HOC13,7/19/2028,5,Preliminary,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC14,7/19/2028,5,Preliminary,Men's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC15,7/20/2028,6,Preliminary,Men's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC16,7/20/2028,6,Preliminary,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC17,7/21/2028,7,Preliminary,Women's Pool (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC18,7/21/2028,7,Preliminary,Women's Pool (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC19,7/22/2028,8,Preliminary,Men's Play-In (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC20,7/22/2028,8,Preliminary,Men's Play-In (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC21,7/23/2028,9,Preliminary,Women's Play-In (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC22,7/23/2028,9,Preliminary,Women's Play-In (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC23,7/24/2028,10,Quarterfinal,Men's Quarterfinal (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC24,7/24/2028,10,Quarterfinal,Men's Quarterfinal (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC25,7/25/2028,11,Quarterfinal,Women's Quarterfinal (2 Matches),9:00,14:00
Hockey,Carson Field,Carson,HOC26,7/25/2028,11,Quarterfinal,Women's Quarterfinal (2 Matches),17:00,22:00
Hockey,Carson Field,Carson,HOC27,7/26/2028,12,Semifinal,Men's Semifinal,9:00,11:00
Hockey,Carson Field,Carson,HOC28,7/26/2028,12,Semifinal,Men's Semifinal,20:00,22:00
Hockey,Carson Field,Carson,HOC29,7/27/2028,13,Semifinal,Women's Semifinal,9:00,11:00
Hockey,Carson Field,Carson,HOC30,7/27/2028,13,Semifinal,Women's Semifinal,19:30,21:30
Hockey,Carson Field,Carson,HOC31,7/28/2028,14,Bronze,Men's Bronze Medal Match,10:30,12:30
Hockey,Carson Field,Carson,HOC32,7/28/2028,14,Final,Men's Gold Medal Match,21:00,23:30
Hockey,Carson Field,Carson,HOC33,7/29/2028,15,Bronze,Women's Bronze Medal Match,10:30,12:30
Hockey,Carson Field,Carson,HOC34,7/29/2028,15,Final,Women's Gold Medal Match,21:00,23:30
